en,zh_correct,zh_translate_tool1,zh_status_tool1,pinyin_trans_tool1,pinyin_meaning_tool1,g2pc_pos_tool1,g2pc_tones_tool1,g2pc_meaning_tool1,g2pm_tone_tool1
samiya,,,,,,,,,
samira,,,,,,,,,
samir,,,,,,,,,
samina,,,,,,,,,
sadira,,,,,,,,,
sadiya,,,,,,,,,
safa,,,,,,,,,
safia,,,,,,,,,
safiya,,,,,,,,,
sahar,,,,,,,,,
sahara,,,,,,,,,
saher,,,,,,,,,
said,,,,,,,,,
saida,,,,,,,,,
saladin,,,,,,,,,
salah,,,,,,,,,
salam,,,,,,,,,
salama,,,,,,,,,
salem,,,,,,,,,
salih,,,,,,,,,
salim,,,,,,,,,
salma,,,,,,,,,
sameh,,,,,,,,,
samia,,,,,,,,,
samiah,,,,,,,,,
shakiera,,,,,,,,,
shakir,,,,,,,,,
talal,,,,,,,,,
syed,,,,,,,,,
sofian,,,,,,,,,
sohali,,,,,,,,,
somer,,,,,,,,,
sommer,,,,,,,,,
subhi,,,,,,,,,
sued,,,,,,,,,
suede,,,,,,,,,
suhail,,,,,,,,,
sulaiman,,,,,,,,,
suleika,,,,,,,,,
syreeta,,,,,,,,,
shakira,,,,,,,,,
tabari,,,,,,,,,
tabina,,,,,,,,,
tabora,,,,,,,,,
tahir,,,,,,,,,
tahira,,,,,,,,,
taira,,,,,,,,,
takeya,,,,,,,,,
takia,,,,,,,,,
takiya,,,,,,,,,
takiyah,,,,,,,,,
skyy,,,,,,,,,
sky,,,,,,,,,
siraj,,,,,,,,,
shunnar,,,,,,,,,
shakirra,,,,,,,,,
shakur,,,,,,,,,
shakyra,,,,,,,,,
shamara,,,,,,,,,
shamari,,,,,,,,,
shamaria,,,,,,,,,
shaquell,,,,,,,,,
shaquile,,,,,,,,,
shaquill,,,,,,,,,
shaquille,,,,,,,,,
sharad,,,,,,,,,
sharda,,,,,,,,,
shardae,,,,,,,,,
sharday,,,,,,,,,
shareef,,,,,,,,,
sharif,,,,,,,,,
shatara,,,,,,,,,
sherica,,,,,,,,,
sherika,,,,,,,,,
shihab,,,,,,,,,
shula,,,,,,,,,
lila,,,,,,,,,
leyna,,,,,,,,,
abbas,,,,,,,,,
cantara,,,,,,,,,
boulus,,,,,,,,,
boutros,,,,,,,,,
bushra,,,,,,,,,
butrus,,,,,,,,,
cairo,,,,,,,,,
cala,,,,,,,,,
calie,,,,,,,,,
calla,,,,,,,,,
callie,,,,,,,,,
cally,,,,,,,,,
carim,,,,,,,,,
derifa,,,,,,,,,
casilda,,,,,,,,,
casildo,,,,,,,,,
celmira,,,,,,,,,
cemal,,,,,,,,,
centola,,,,,,,,,
chakir,,,,,,,,,
clemira,,,,,,,,,
coman,,,,,,,,,
dabir,,,,,,,,,
daoud,,,,,,,,,
borak,,,,,,,,,
bilal,,,,,,,,,
bibi,,,,,,,,,
benincasa,,,,,,,,,
asiya,,,,,,,,,
asma,,,,,,,,,
aswad,,,,,,,,,
atif,,,,,,,,,
atiya,,,,,,,,,
atocha,,,,,,,,,
ayub,,,,,,,,,
aza,,,,,,,,,
azahar,,,,,,,,,
azeem,,,,,,,,,
azhar,,,,,,,,,
azia,,,,,,,,,
azucena,,,,,,,,,
babesne,,,,,,,,,
babu,,,,,,,,,
badia,,,,,,,,,
bahir,,,,,,,,,
ban,,,,,,,,,
barbada,,,,,,,,,
basam,,,,,,,,,
batoul,,,,,,,,,
dekel,,,,,,,,,
dunia,,,,,,,,,
ashya,,,,,,,,,
haddad,,,,,,,,,
gadi,,,,,,,,,
gamal,,,,,,,,,
gamila,,,,,,,,,
ghada,,,,,,,,,
ghazi,,,,,,,,,
gilad,,,,,,,,,
guadalupe,,,,,,,,,
habib,,,,,,,,,
habiba,,,,,,,,,
habid,,,,,,,,,
hadeel,,,,,,,,,
emani,,,,,,,,,
hadi,,,,,,,,,
hadil,,,,,,,,,
hafsa,,,,,,,,,
haidar,,,,,,,,,
haider,,,,,,,,,
hakeem,,,,,,,,,
hakim,,,,,,,,,
halim,,,,,,,,,
halima,,,,,,,,,
halimah,,,,,,,,,
firas,,,,,,,,,
ferran,,,,,,,,,
fayruz,,,,,,,,,
fatme,,,,,,,,,
emir,,,,,,,,,
fadi,,,,,,,,,
fadil,,,,,,,,,
fadila,,,,,,,,,
faisal,,,,,,,,,
faiza,,,,,,,,,
faizah,,,,,,,,,
fakhir,,,,,,,,,
fakih,,,,,,,,,
faraz,,,,,,,,,
farid,,,,,,,,,
farida,,,,,,,,,
fariha,,,,,,,,,
faris,,,,,,,,,
farug,,,,,,,,,
fatema,,,,,,,,,
fath,,,,,,,,,
fatim,,,,,,,,,
fatimah,,,,,,,,,
fatin,,,,,,,,,
fatma,,,,,,,,,
asif,,,,,,,,,
ashraf,,,,,,,,,
hamed,,,,,,,,,
akilah,,,,,,,,,
ahlam,,,,,,,,,
ahmad,,,,,,,,,
ahsan,,,,,,,,,
aiesha,,,,,,,,,
aisha,,,,,,,,,
aishia,,,,,,,,,
akbar,,,,,,,,,
akhil,,,,,,,,,
akil,,,,,,,,,
akila,,,,,,,,,
akili,,,,,,,,,
ali,,,,,,,,,
akram,,,,,,,,,
alaa,,,,,,,,,
aladdin,,,,,,,,,
alam,,,,,,,,,
alea,,,,,,,,,
aleah,,,,,,,,,
aleaha,,,,,,,,,
aleea,,,,,,,,,
aleia,,,,,,,,,
aleigha,,,,,,,,,
aharon,,,,,,,,,
afra,,,,,,,,,
afina,,,,,,,,,
aerin,,,,,,,,,
abbud,,,,,,,,,
abd-el-kader,,,,,,,,,
abdirahman,,,,,,,,,
abdul,,,,,,,,,
abdulaziz,,,,,,,,,
abdullah,,,,,,,,,
abdullahi,,,,,,,,,
abdulmalik,,,,,,,,,
abdulrahman,,,,,,,,,
abelarda,,,,,,,,,
abia,,,,,,,,,
abida,,,,,,,,,
adara,,,,,,,,,
adelmira,,,,,,,,,
aden,,,,,,,,,
adham,,,,,,,,,
adhara,,,,,,,,,
adil,,,,,,,,,
adnan,,,,,,,,,
adolfa,,,,,,,,,
adra,,,,,,,,,
alem,,,,,,,,,
alim,,,,,,,,,
ashia,,,,,,,,,
antwone,,,,,,,,,
anisa,,,,,,,,,
anisah,,,,,,,,,
annisa,,,,,,,,,
annissa,,,,,,,,,
antwain,,,,,,,,,
antwan,,,,,,,,,
antwane,,,,,,,,,
antwaun,,,,,,,,,
antwoine,,,,,,,,,
antwon,,,,,,,,,
anwar,,,,,,,,,
alima,,,,,,,,,
arafat,,,,,,,,,
aram,,,,,,,,,
araya,,,,,,,,,
aretas,,,,,,,,,
arif,,,,,,,,,
arnina,,,,,,,,,
aryn,,,,,,,,,
asad,,,,,,,,,
asadel,,,,,,,,,
asha,,,,,,,,,
ammar,,,,,,,,,
amirah,,,,,,,,,
amira,,,,,,,,,
amir,,,,,,,,,
aliye,,,,,,,,,
alladin,,,,,,,,,
alma,,,,,,,,,
almanzor,,,,,,,,,
almeda,,,,,,,,,
altair,,,,,,,,,
alzena,,,,,,,,,
amal,,,,,,,,,
aman,,,,,,,,,
amani,,,,,,,,,
amapola,,,,,,,,,
amar,,,,,,,,,
amare,,,,,,,,,
amari,,,,,,,,,
amarion,,,,,,,,,
ameen,,,,,,,,,
ameena,,,,,,,,,
ameera,,,,,,,,,
amin,,,,,,,,,
amina,,,,,,,,,
aminah,,,,,,,,,
hamal,,,,,,,,,
hamid,,,,,,,,,
leyla,,,,,,,,,
kalla,,,,,,,,,
kaleigh,,,,,,,,,
kalen,,,,,,,,,
kaley,,,,,,,,,
kalid,,,,,,,,,
kalie,,,,,,,,,
kalil,,,,,,,,,
kalila,,,,,,,,,
kalin,,,,,,,,,
kaliq,,,,,,,,,
kaliyah,,,,,,,,,
kalley,,,,,,,,,
karimah,,,,,,,,,
kaly,,,,,,,,,
kamal,,,,,,,,,
kamel,,,,,,,,,
kamil,,,,,,,,,
kardal,,,,,,,,,
kareem,,,,,,,,,
kareema,,,,,,,,,
karida,,,,,,,,,
karif,,,,,,,,,
karim,,,,,,,,,
kalei,,,,,,,,,
kalee,,,,,,,,,
kaled,,,,,,,,,
kale,,,,,,,,,
jinan,,,,,,,,,
jumah,,,,,,,,,
kadar,,,,,,,,,
kadeejah,,,,,,,,,
kadeem,,,,,,,,,
kadeija,,,,,,,,,
kadeja,,,,,,,,,
kadejah,,,,,,,,,
kaden,,,,,,,,,
kadija,,,,,,,,,
kadijah,,,,,,,,,
kadin,,,,,,,,,
kadir,,,,,,,,,
kadyn,,,,,,,,,
kaeden,,,,,,,,,
kaela,,,,,,,,,
kahla,,,,,,,,,
kahlil,,,,,,,,,
kairo,,,,,,,,,
kala,,,,,,,,,
kalah,,,,,,,,,
karima,,,,,,,,,
kaseem,,,,,,,,,
jibril,,,,,,,,,
lamis,,,,,,,,,
khallid,,,,,,,,,
khayla,,,,,,,,,
khayru,,,,,,,,,
khoury,,,,,,,,,
kismet,,,,,,,,,
labib,,,,,,,,,
laela,,,,,,,,,
laila,,,,,,,,,
lais,,,,,,,,,
lakia,,,,,,,,,
lamya,,,,,,,,,
kasib,,,,,,,,,
lateefah,,,,,,,,,
latif,,,,,,,,,
latifah,,,,,,,,,
lattef,,,,,,,,,
layla,,,,,,,,,
leena,,,,,,,,,
leilah,,,,,,,,,
lela,,,,,,,,,
lelia,,,,,,,,,
letifa,,,,,,,,,
khaliyah,,,,,,,,,
khaliq,,,,,,,,,
khalilah,,,,,,,,,
khalil,,,,,,,,,
kasim,,,,,,,,,
kateb,,,,,,,,,
kayden,,,,,,,,,
kaylah,,,,,,,,,
kaylia,,,,,,,,,
keila,,,,,,,,,
keilah,,,,,,,,,
kela,,,,,,,,,
ketifa,,,,,,,,,
keyla,,,,,,,,,
khadeeja,,,,,,,,,
khadeja,,,,,,,,,
khadejah,,,,,,,,,
khadija,,,,,,,,,
khadijah,,,,,,,,,
khaldun,,,,,,,,,
khaled,,,,,,,,,
khalia,,,,,,,,,
khaliah,,,,,,,,,
khalid,,,,,,,,,
khalida,,,,,,,,,
jimell,,,,,,,,,
jessenia,,,,,,,,,
hamza,,,,,,,,,
imran,,,,,,,,,
husam,,,,,,,,,
hussain,,,,,,,,,
hussein,,,,,,,,,
hussien,,,,,,,,,
ibrahim,,,,,,,,,
idris,,,,,,,,,
imad,,,,,,,,,
iman,,,,,,,,,
imani,,,,,,,,,
imoni,,,,,,,,,
indalecio,,,,,,,,,
jabril,,,,,,,,,
indamira,,,,,,,,,
indemira,,,,,,,,,
infan,,,,,,,,,
isa,,,,,,,,,
isam,,,,,,,,,
ishaq,,,,,,,,,
islam,,,,,,,,,
ismail,,,,,,,,,
jaafar,,,,,,,,,
jabbar,,,,,,,,,
huda,,,,,,,,,
hud,,,,,,,,,
hoda,,,,,,,,,
hilal,,,,,,,,,
hamzah,,,,,,,,,
hana,,,,,,,,,
hanah,,,,,,,,,
hanan,,,,,,,,,
hanbal,,,,,,,,,
haneen,,,,,,,,,
hanifa,,,,,,,,,
harb,,,,,,,,,
harith,,,,,,,,,
haroon,,,,,,,,,
haroun,,,,,,,,,
hasaan,,,,,,,,,
hasan,,,,,,,,,
hashim,,,,,,,,,
hassan,,,,,,,,,
hatim,,,,,,,,,
haya,,,,,,,,,
hayat,,,,,,,,,
hayfa,,,,,,,,,
hiba,,,,,,,,,
hibah,,,,,,,,,
jabir,,,,,,,,,
jahmal,,,,,,,,,
jesenia,,,,,,,,,
jena,,,,,,,,,
janna,,,,,,,,,
jarita,,,,,,,,,
jarmal,,,,,,,,,
jarnila,,,,,,,,,
jawad,,,,,,,,,
jawhar,,,,,,,,,
jazmin,,,,,,,,,
jemal,,,,,,,,,
jemel,,,,,,,,,
jemila,,,,,,,,,
jenae,,,,,,,,,
jakeem,,,,,,,,,
jenay,,,,,,,,,
jenaya,,,,,,,,,
jennah,,,,,,,,,
jeric,,,,,,,,,
jericho,,,,,,,,,
jerick,,,,,,,,,
jerico,,,,,,,,,
jermal,,,,,,,,,
jermel,,,,,,,,,
jermell,,,,,,,,,
janaye,,,,,,,,,
janaya,,,,,,,,,
janay,,,,,,,,,
janan,,,,,,,,,
jala,,,,,,,,,
jalila,,,,,,,,,
jalisat,,,,,,,,,
jaliyah,,,,,,,,,
jamaal,,,,,,,,,
jamahl,,,,,,,,,
jamaine,,,,,,,,,
jamal,,,,,,,,,
jamale,,,,,,,,,
jamall,,,,,,,,,
jamaul,,,,,,,,,
jameel,,,,,,,,,
jamel,,,,,,,,,
jamelia,,,,,,,,,
jamell,,,,,,,,,
jamil,,,,,,,,,
jamila,,,,,,,,,
jamilah,,,,,,,,,
jamilia,,,,,,,,,
jamilla,,,,,,,,,
jamillah,,,,,,,,,
zurisaday,,,,,,,,,
afrooz,,,,,,,,,
gulzar,,,,,,,,,
gulshan,,,,,,,,,
iman,,,,,,,,,
shahzadah,,,,,,,,,
elham,,,,,,,,,
salem,,,,,,,,,
zia,,,,,,,,,
mumtaz,,,,,,,,,
janan,,,,,,,,,
hanan,,,,,,,,,
hayat,,,,,,,,,
qamar,,,,,,,,,
aroos,,,,,,,,,
ramazan,,,,,,,,,
ramez,,,,,,,,,
armaghan,,,,,,,,,
arman,,,,,,,,,
armin,,,,,,,,,
humayon,,,,,,,,,
ramin,,,,,,,,,
ramesh,,,,,,,,,
asad,,,,,,,,,
arsalan,,,,,,,,,
naji,,,,,,,,,
aref,,,,,,,,,
najia,,,,,,,,,
asadullah,,,,,,,,,
asal,,,,,,,,,
rajab,,,,,,,,,
asefa,,,,,,,,,
asghar,,,,,,,,,
najib,,,,,,,,,
hooria,,,,,,,,,
rana,,,,,,,,,
rasekh,,,,,,,,,
husna,,,,,,,,,
husnia,,,,,,,,,
reshad,,,,,,,,,
amir,,,,,,,,,
ilham,,,,,,,,,
razia,,,,,,,,,
anahita,,,,,,,,,
razi,,,,,,,,,
andisha,,,,,,,,,
razaaq,,,,,,,,,
ikramullah,,,,,,,,,
ikram,,,,,,,,,
rateb,,,,,,,,,
rasool,,,,,,,,,
ikhtiar,,,,,,,,,
ikhlas,,,,,,,,,
ansar,,,,,,,,,
ihteram,,,,,,,,,
iftekharudin,,,,,,,,,
iftekhar,,,,,,,,,
rashed,,,,,,,,,
ibrahim,,,,,,,,,
ibn-sina,,,,,,,,,
hoor,,,,,,,,,
aqela,,,,,,,,,
ashequllah,,,,,,,,,
rahmatuallah,,,,,,,,,
ashkan,,,,,,,,,
hawa,,,,,,,,,
azim,,,,,,,,,
azin,,,,,,,,,
azita,,,,,,,,,
aziz,,,,,,,,,
qutbudin,,,,,,,,,
azizullah,,,,,,,,,
qutb,,,,,,,,,
baaqi,,,,,,,,,
qurban,,,,,,,,,
quraish,,,,,,,,,
badi,,,,,,,,,
bahadur,,,,,,,,,
ashraf,,,,,,,,,
bahar,,,,,,,,,
baharah,,,,,,,,,
baharak,,,,,,,,,
bahaudin,,,,,,,,,
najmudin,,,,,,,,,
hasti,,,,,,,,,
bahram,,,,,,,,,
bakht-awar,,,,,,,,,
bakhtiar,,,,,,,,,
baktash,,,,,,,,,
qudratuallah,,,,,,,,,
rabaani,,,,,,,,,
azam,,,,,,,,,
najm,,,,,,,,,
azadah,,,,,,,,,
rahmat,,,,,,,,,
homaira,,,,,,,,,
homa,,,,,,,,,
askar,,,,,,,,,
aslam,,,,,,,,,
rahim,,,,,,,,,
najiba,,,,,,,,,
atar,,,,,,,,,
atash,,,,,,,,,
ataullah,,,,,,,,,
rahela,,,,,,,,,
atefa,,,,,,,,,
najibullah,,,,,,,,,
rafiq,,,,,,,,,
hemat,,,,,,,,,
helal,,,,,,,,,
atoosa,,,,,,,,,
hekmat,,,,,,,,,
awiza,,,,,,,,,
hedayatullah,,,,,,,,,
hedayat,,,,,,,,,
hazrat,,,,,,,,,
azad,,,,,,,,,
imad,,,,,,,,,
imadudin,,,,,,,,,
reza,,,,,,,,,
adel,,,,,,,,,
abdullah,,,,,,,,,
nadia,,,,,,,,,
sakhi,,,,,,,,,
sakhaa,,,,,,,,,
sajed,,,,,,,,,
sajad,,,,,,,,,
saifudin,,,,,,,,,
saifuallah,,,,,,,,,
saif,,,,,,,,,
adam,,,,,,,,,
jaber,,,,,,,,,
nadim,,,,,,,,,
salaahudin,,,,,,,,,
sahel,,,,,,,,,
jabar,,,,,,,,,
sahar,,,,,,,,,
saghar,,,,,,,,,
safiullah,,,,,,,,,
itemad,,,,,,,,,
safi,,,,,,,,,
safdar,,,,,,,,,
israr,,,,,,,,,
afarin,,,,,,,,,
afia,,,,,,,,,
salaah,,,,,,,,,
abdul-wares,,,,,,,,,
ismat,,,,,,,,,
abdul-razaq,,,,,,,,,
abdul-qahar,,,,,,,,,
abdul-qaher,,,,,,,,,
abdul-qayom,,,,,,,,,
abdul-qudos,,,,,,,,,
abdul-rab,,,,,,,,,
abdul-rafi,,,,,,,,,
abdul-rahim,,,,,,,,,
abdul-rahman,,,,,,,,,
saleh,,,,,,,,,
salar,,,,,,,,,
jahan-ara,,,,,,,,,
abdul-saboor,,,,,,,,,
abdul-wali,,,,,,,,,
abdul-salam,,,,,,,,,
abdul-samad,,,,,,,,,
abdul-sami,,,,,,,,,
abdul-satar,,,,,,,,,
abdul-shahed,,,,,,,,,
jahan,,,,,,,,,
jafar,,,,,,,,,
abdul-wadood,,,,,,,,,
habibah,,,,,,,,,
abdul-wahed,,,,,,,,,
naderah,,,,,,,,,
afifa,,,,,,,,,
ismail,,,,,,,,,
amin,,,,,,,,,
naghma,,,,,,,,,
saadaat,,,,,,,,,
intezar,,,,,,,,,
intekhab,,,,,,,,,
ali,,,,,,,,,
aliah,,,,,,,,,
insaf,,,,,,,,,
rozbeh,,,,,,,,,
roya,,,,,,,,,
allah-bakhsh,,,,,,,,,
roshan,,,,,,,,,
almas,,,,,,,,,
roohuallah,,,,,,,,,
saba,,,,,,,,,
rooh,,,,,,,,,
inayatullah,,,,,,,,,
rodaba,,,,,,,,,
imtiaz,,,,,,,,,
amanudin,,,,,,,,,
amanullah,,,,,,,,,
robabah,,,,,,,,,
naieb,,,,,,,,,
imdad,,,,,,,,,
qudos,,,,,,,,,
amena,,,,,,,,,
iqbal,,,,,,,,,
saber,,,,,,,,,
afsana,,,,,,,,,
islah,,,,,,,,,
sadullah,,,,,,,,,
afshan,,,,,,,,,
afshar,,,,,,,,,
afshin,,,,,,,,,
afsoon,,,,,,,,,
afzal,,,,,,,,,
sadudin,,,,,,,,,
islam,,,,,,,,,
sadia,,,,,,,,,
ahmad-ullah,,,,,,,,,
sadi,,,,,,,,,
sadeq,,,,,,,,,
iraj,,,,,,,,,
iskandar,,,,,,,,,
sadaf,,,,,,,,,
ajmal,,,,,,,,,
akbar,,,,,,,,,
sabrina,,,,,,,,,
akhtar,,,,,,,,,
isar,,,,,,,,,
akram,,,,,,,,,
irshad,,,,,,,,,
sabet,,,,,,,,,
alaudin,,,,,,,,,
qudrat,,,,,,,,,
bahman,,,,,,,,,
barakat,,,,,,,,,
fatemah,,,,,,,,,
farooq,,,,,,,,,
